0,0,0
-5.9E-05,-0.001414,-0.000207
0.000182,-0.001532,1.5E-05
-0.001402,-0.001983,0.001057
-0.003434,-0.001688,0.000708
-0.005488,-0.001337,-0.000157
-0.008437,0.002602,-0.00135
-0.011691,0.003389,-0.002579
-0.011517,0.002948,-0.003113
-0.011397,0.00271,-0.002764
-0.013908,0.003224,-0.005022
-0.013181,0.003309,-0.004186
-0.01205,0.00322,-0.003252
-0.012578,0.003642,-0.004617
-0.012665,0.005365,-0.006386
-0.010864,0.005419,-0.005834
-0.01263,0.006739,-0.008773
-0.012556,0.010014,-0.01364
-0.010907,0.011838,-0.014125
-0.011593,0.013682,-0.017154
-0.007478,0.013062,-0.015182
-0.006761,0.014856,-0.019959
-0.009226,0.018499,-0.024197
-0.007852,0.018051,-0.024381
-0.00642,0.019572,-0.02502
-0.007616,0.019538,-0.029589
-0.00167,0.024042,-0.030049
-0.006824,0.023168,-0.033489
-0.004237,0.022547,-0.029439
0.001409,0.021135,-0.024302
0.000657,0.021426,-0.024259
-0.001806,0.020734,-0.026333
-0.001554,0.020592,-0.025477
0.002918,0.018157,-0.019974
-0.001203,0.019582,-0.025663
-0.001283,0.020102,-0.024524
0.013088,0.014562,-0.012226
0.013278,0.012809,-0.006449
0.011306,0.013439,-0.006366
0.011135,0.013641,-0.005754
0.002498,0.011076,-0.00767
-0.001608,0.012431,-0.003202
-0.000891,0.01091,0.004469
-0.006603,0.011039,0.004871
-0.001476,0.007135,0.014935
-0.005998,0.006054,0.018986
-0.004234,0.004677,0.02934
-0.004536,0.000295,0.038012
-0.003304,-0.006078,0.055864
-0.00479,-0.007816,0.064903
-0.003791,-0.012067,0.078902
-0.004793,-0.016702,0.091427
-0.006366,-0.019446,0.103864
-0.008213,-0.026104,0.122477
9.5E-05,-0.032985,0.148406
-0.006408,-0.032465,0.156395
-0.000115,-0.039834,0.176865
-0.002326,-0.042494,0.188677
0.001662,-0.047722,0.202457
0.003932,-0.05265,0.22042
0.005381,-0.05647,0.234413
0.006421,-0.059092,0.245267
0.007592,-0.061649,0.263258
0.010363,-0.06505,0.276573
0.014402,-0.076578,0.300458
0.015018,-0.077265,0.312043
0.016541,-0.080269,0.322444
0.022279,-0.089454,0.344789
0.024298,-0.096271,0.36612
0.019696,-0.092197,0.37194
0.022759,-0.100463,0.390234
0.02215,-0.100548,0.405135
0.024302,-0.100246,0.415953
0.02614,-0.104583,0.428793
0.028948,-0.11218,0.455834
0.031487,-0.118099,0.474621
0.03398,-0.127766,0.501822
0.033128,-0.132884,0.530013
0.034061,-0.14889,0.564746
0.041174,-0.154498,0.589324
0.037814,-0.166444,0.625217
0.041316,-0.190875,0.688548
0.043827,-0.197032,0.708795
0.043923,-0.213402,0.749697
0.046196,-0.221442,0.78196
0.044246,-0.232093,0.811089
0.051116,-0.234546,0.816378
0.05211,-0.244249,0.854756
0.050187,-0.248255,0.866339
0.057627,-0.269849,0.908748
0.054786,-0.270866,0.923011
0.055007,-0.273293,0.936129
0.052604,-0.27689,0.948138
0.05505,-0.280148,0.963818
0.053406,-0.283819,0.978577
0.053473,-0.289503,1.007479
0.046619,-0.300291,1.035157
0.040932,-0.303152,1.046692
0.056931,-0.307321,1.08262
0.055008,-0.317129,1.108545
0.049798,-0.32806,1.146676
0.050028,-0.340339,1.180046
0.047273,-0.346681,1.200852
0.045971,-0.359009,1.222728
0.048403,-0.368377,1.251387
0.055231,-0.381823,1.295306
0.050945,-0.385942,1.315247
0.046486,-0.395205,1.329568
0.051851,-0.397349,1.359668
0.051936,-0.394124,1.364668
0.053812,-0.394959,1.37319
0.052226,-0.397698,1.384701
0.053046,-0.398582,1.394732
0.059538,-0.40044,1.410609
0.056618,-0.40129,1.42312
0.059646,-0.404665,1.437243
0.05179,-0.408549,1.453297
0.057364,-0.410657,1.472705
0.064542,-0.413185,1.493701
0.066621,-0.418215,1.509024
0.064389,-0.424733,1.533082
0.064769,-0.427432,1.555063
0.06097,-0.437724,1.584873
0.060856,-0.449004,1.612993
0.062322,-0.450093,1.633999
0.065172,-0.45757,1.657114
0.076567,-0.467186,1.687767
0.073542,-0.470687,1.703661
0.085662,-0.483938,1.752762
0.082494,-0.488737,1.754476
0.080489,-0.491413,1.771906
0.080569,-0.492154,1.782019
0.084263,-0.492793,1.787406
0.086612,-0.500024,1.815699
0.07799,-0.500812,1.811785
0.080669,-0.506552,1.829903
0.08494,-0.516067,1.861606
0.07885,-0.518694,1.875548
0.080223,-0.525117,1.898268
0.075345,-0.528141,1.914891
0.067181,-0.533622,1.924405
0.069675,-0.544021,1.9576
0.06852,-0.553375,1.991149
0.064163,-0.552776,2.002461
0.063651,-0.575249,2.049233
0.081304,-0.595211,2.148134
0.084168,-0.601455,2.169126
0.078877,-0.607701,2.187964
0.081937,-0.613672,2.212797
0.075766,-0.615787,2.219838
0.084179,-0.618505,2.240981
0.0763,-0.622087,2.243238
0.080355,-0.62575,2.261764
0.081284,-0.626701,2.278767
0.099559,-0.635159,2.316655
0.101941,-0.639077,2.329735
0.098816,-0.646103,2.34849
0.114715,-0.652972,2.400266
0.098087,-0.658956,2.399101
0.102793,-0.666002,2.436209
0.105465,-0.674239,2.459061
0.105994,-0.679652,2.484828
0.104536,-0.68244,2.491553
0.107508,-0.700586,2.524872
0.108376,-0.707978,2.556378
0.109635,-0.725333,2.591984
0.109988,-0.734758,2.622016
0.106775,-0.743631,2.645052
0.109406,-0.755193,2.67481
0.104603,-0.757454,2.692091
0.107424,-0.761883,2.714598
0.110014,-0.765563,2.73414
0.103221,-0.769408,2.742165
0.099711,-0.768427,2.75109
0.102776,-0.776482,2.778586
0.099379,-0.786331,2.793056
0.098514,-0.793936,2.813435
0.101669,-0.802396,2.840661
0.09922,-0.802297,2.858642
0.094213,-0.805249,2.877079
0.092868,-0.811497,2.898193
0.087371,-0.82092,2.925007
0.086123,-0.820754,2.944842
0.080363,-0.824163,2.957466
0.080607,-0.831328,2.980218
0.081844,-0.82873,2.989524
0.088331,-0.833562,3.014325
0.09199,-0.837305,3.026998
0.098584,-0.84126,3.048425
0.096368,-0.843902,3.05458
0.09621,-0.849575,3.072162
0.10563,-0.851868,3.09595
0.106216,-0.8533,3.109886
0.106733,-0.861911,3.126395
0.108697,-0.858821,3.146442
0.110634,-0.861172,3.157767
0.108108,-0.861084,3.16085
0.103257,-0.860963,3.162994
0.111498,-0.863744,3.190781
0.114912,-0.868882,3.205294
0.120508,-0.8778,3.236593
0.12705,-0.885157,3.266464
0.121547,-0.890816,3.279229
0.123996,-0.905661,3.314635
0.131805,-0.915816,3.365529
0.118866,-0.91559,3.373826
0.121251,-0.928742,3.400372
0.130159,-0.959175,3.463524
0.129542,-0.963415,3.496679
0.129147,-0.964579,3.507316
0.127987,-0.966539,3.522836
0.128245,-0.976182,3.545708
0.132037,-0.978078,3.560859
0.132514,-0.973923,3.562437
0.128807,-0.979923,3.573968
0.110636,-0.978991,3.564539
0.11152,-0.983809,3.582645
0.112147,-0.98935,3.598748
0.105848,-0.987808,3.611541
0.109476,-0.995934,3.632143
0.10538,-0.998081,3.653824
0.10251,-0.999756,3.667193
0.101089,-1.008145,3.691784
0.103797,-1.014868,3.715112
0.106456,-1.02448,3.742066
0.101198,-1.035297,3.772527
0.096824,-1.05172,3.815931
0.099122,-1.057483,3.839086
0.11016,-1.067089,3.86958
0.108987,-1.071384,3.88337
0.108752,-1.076288,3.897575
0.112869,-1.084135,3.917855
0.113713,-1.094971,3.953353
0.114262,-1.09929,3.984034
0.115868,-1.105252,3.998565
0.114251,-1.105204,4.002177
0.119297,-1.110414,4.03022
0.11873,-1.10842,4.038383
0.1274,-1.112269,4.054681
0.1239,-1.115084,4.064496
0.130191,-1.119003,4.08655
0.132129,-1.1206,4.110532
0.140771,-1.130587,4.159022
0.13626,-1.13253,4.171228
0.13879,-1.136278,4.188755
0.133932,-1.141974,4.205923
0.136599,-1.150337,4.239271
0.135039,-1.160844,4.2742
0.132834,-1.176552,4.30004
0.136074,-1.178957,4.331556
0.138841,-1.186222,4.353916
0.135711,-1.196314,4.353281
0.138472,-1.202537,4.393003
0.145475,-1.206998,4.415863
0.140923,-1.213389,4.428796
0.142452,-1.218481,4.448488
0.144632,-1.226018,4.478537
0.1469,-1.235482,4.504862
0.148777,-1.24013,4.524446
0.152877,-1.246262,4.546896
0.1551,-1.248122,4.564005
0.158155,-1.253933,4.582774
0.156893,-1.254452,4.596
0.163087,-1.26352,4.639598
0.16547,-1.270303,4.656493
0.171459,-1.277405,4.677846
0.174848,-1.278041,4.698293
0.181569,-1.284036,4.717794
0.183416,-1.289096,4.736273
0.184995,-1.296117,4.757194
0.188649,-1.304368,4.778748
0.188887,-1.307519,4.801408
0.192127,-1.315364,4.823621
0.194359,-1.321151,4.838372
0.19673,-1.323474,4.85622
0.201119,-1.32603,4.874143
0.204179,-1.328339,4.898596
0.206261,-1.332066,4.918544
0.20477,-1.338777,4.939587
0.199661,-1.345252,4.963363
0.200912,-1.350167,4.981339
0.199787,-1.357012,5.002121
0.198422,-1.361435,5.029336
0.201603,-1.374347,5.062474
0.203941,-1.383398,5.096301
0.195649,-1.386648,5.121892
0.195172,-1.400832,5.154074
0.197029,-1.416591,5.187474
0.19963,-1.432151,5.232831
0.200343,-1.433008,5.2551
0.197233,-1.435894,5.266861
0.1969,-1.440968,5.283675
0.190848,-1.447387,5.30131
0.190988,-1.448944,5.315482
0.192663,-1.453591,5.334511
0.187982,-1.462528,5.351807
0.18704,-1.468756,5.372826
0.181166,-1.471584,5.397865
0.185577,-1.482085,5.432341
0.187076,-1.485201,5.440362
0.182341,-1.487013,5.466218
0.179925,-1.490566,5.47895
0.179967,-1.50293,5.505444
0.177727,-1.50812,5.535711
0.176405,-1.512307,5.560295
0.175135,-1.51863,5.577864
0.182996,-1.531095,5.608356
0.187327,-1.538153,5.641438
0.189897,-1.54607,5.679003
0.187117,-1.553734,5.687142
0.189501,-1.557275,5.70989
0.189129,-1.558281,5.724522
0.189515,-1.5637,5.737845
0.193884,-1.563979,5.752817
0.195876,-1.577835,5.80717
0.194625,-1.582524,5.829369
0.200379,-1.587512,5.845982
0.198486,-1.591594,5.87398
0.198634,-1.597301,5.894542
0.205132,-1.60351,5.926824
0.202092,-1.608572,5.949493
0.198039,-1.616431,5.968603
0.199108,-1.626909,6.000646
0.195458,-1.62681,6.024143
0.187862,-1.637115,6.038286
0.186743,-1.642468,6.06671
0.188817,-1.644052,6.082354
0.188151,-1.65233,6.104392
0.186214,-1.656577,6.121922
0.182505,-1.663136,6.139385
0.177556,-1.663998,6.151461
0.17639,-1.666169,6.166489
