,0,1
0,0.704428,0.970327
1,0.690814,0.936128
2,0.692622,0.918316
3,0.68955,0.897938
4,0.607885,0.869767
5,0.700423,0.976158
6,0.714396,0.979703
7,0.701379,0.911635
8,0.598456,0.704021
9,0.704745,0.939497
10,0.62867,0.890035
11,0.63447,0.987142
12,0.590783,0.938648
13,0.662017,0.935646
14,0.81335,1.32729
15,0.751364,1.17772
16,0.812349,1.38763
17,0.832482,1.44096
18,0.784247,1.5733
19,0.746027,1.1861
20,0.796351,1.34015
21,0.808347,1.49895
22,0.589106,1.63958
23,0.757074,1.27524
24,0.755063,1.26142
25,0.848468,1.59629
26,0.800113,1.30972
27,0.853267,1.49408
28,0.828088,1.6013
29,0.782093,1.72552
30,0.859557,1.75682
31,0.832565,1.73546
32,0.830436,1.92283
33,0.722025,1.0903
34,0.960066,1.39957
35,0.748965,1.09414
36,0.804448,1.3626
37,0.803608,1.35883
38,0.769639,1.37374
39,0.729963,1.28307
40,0.777835,1.32119
41,0.839828,1.58111
42,0.715609,1.02966
43,0.693731,1.00486
44,0.858115,1.3137
45,0.670681,1.03542
46,0.719104,1.03398
47,0.750709,1.14319
48,0.732678,1.10252
49,0.711451,1.00814
50,0.692347,1.05066
51,0.64741,1.0012
52,0.735709,1.15555
53,0.834472,1.25292
54,0.895622,1.84863
55,0.790821,1.25665
56,0.816717,1.30727
57,0.773544,1.31986
58,0.800731,1.35365
59,0.820041,1.43541
60,0.826818,1.45125
61,0.799541,1.40627
62,0.826308,1.53364
63,0.821227,1.6318
64,0.777182,1.4732
65,0.798143,1.52108
66,0.853758,1.6312
67,0.779318,1.38989
68,0.733797,1.28225
69,0.843013,1.45465
70,0.731885,1.2771
71,0.773512,1.31156
72,0.823057,1.42093
73,0.809462,1.47257
74,0.828669,1.4582
75,0.802707,1.48885
76,0.788506,1.49358
77,0.835092,1.47113
78,0.827383,1.63062
79,0.81664,1.60369
80,0.813863,1.69785
81,0.800554,1.26169
82,0.790945,1.28461
83,0.827781,1.43574
84,0.81817,1.59155
85,0.753749,1.5523
86,0.730366,1.49755
87,0.743447,1.32665
88,0.650603,1.18432
89,0.636514,1.05773
90,0.742781,1.39672
91,0.736113,1.34024
92,0.699051,1.10872
93,0.698056,1.10787
94,0.657581,1.00823
95,0.759355,1.22104
96,0.788998,1.3229
97,0.832367,1.56236
98,0.669035,1.0783
99,0.721423,1.24061
100,0.722851,1.31893
101,0.842675,1.71038
102,0.72373,1.24989
103,0.739613,1.25066
104,0.706244,1.28223
105,0.726557,1.2459
106,0.671098,1.20056
107,0.732974,1.49129
108,0.69637,1.06211
109,0.760617,1.22282
110,0.784648,1.2588
111,0.674638,1.26306
112,0.639251,1.18844
113,0.705214,1.28374
114,0.706867,1.2865
115,0.695302,1.44361
116,0.710845,1.44673
117,0.84074,1.2523
118,0.750079,1.62911
119,0.874888,1.55274
120,0.808756,1.29407
121,0.833813,1.43742
122,0.716951,1.16948
123,0.807019,1.28063
124,0.784724,1.31949
125,0.821847,1.40952
126,0.756766,1.18516
127,0.791783,1.24244
