,0,0
0,0.429296,0.587234
1,0.907031,1.71608
2,1.45776,1.93457
3,0.82888,1.91453
4,0.847122,1.91889
5,0.884124,2.49315
6,0.900927,2.14836
7,0.956288,2.21488
8,0.971817,2.46108
9,0.996762,2.83533
10,0.777623,2.2779
11,0.834997,2.55632
12,0.996215,2.71139
13,0.7847,2.85666
14,0.840644,2.53832
15,0.837689,2.77039
16,0.669447,2.73776
17,0.668694,2.74214
18,0.709524,2.95706
19,0.721265,2.98373
20,0.712417,2.84407
21,0.702011,2.89278
22,0.452675,2.93114
23,1.08655,2.50534
24,1.34287,2.48186
25,0.819248,2.69114
26,1.34505,2.21744
27,1.3971,2.22249
28,1.0817,2.49398
29,0.888355,2.32433
30,1.19262,2.3383
31,0.993054,2.81514
32,1.18759,2.92388
33,1.09528,2.74841
34,0.880741,2.38382
35,1.1857,2.55528
36,1.18067,2.39154
37,1.29866,2.41968
38,1.14521,2.60513
39,0.851446,2.42113
40,1.21433,2.60906
41,1.0896,2.72179
42,1.12345,2.64883
43,1.01217,2.85118
44,1.25813,2.25636
45,0.990292,2.32984
46,1.19823,2.48629
47,0.747765,2.98091
48,1.16292,2.65362
49,1.28535,2.40747
50,1.19366,2.69426
51,1.28271,2.37362
52,1.20898,2.54937
53,0.871089,2.99434
54,1.22593,2.62393
55,1.1865,2.71015
56,1.22297,2.74414
57,1.08357,2.85366
58,0.860501,2.34231
59,1.10299,2.89067
60,0.853934,2.99505
61,0.889626,3.32055
62,0.892063,3.53642
63,0.849375,3.59288
64,0.909498,3.37024
65,0.91113,3.17971
66,0.913132,3.23034
67,0.900688,3.34081
68,0.911348,3.18986
69,0.874032,3.4981
70,0.920031,3.28975
71,0.911184,3.48522
72,0.897241,3.22567
73,0.935906,3.33009
74,0.885605,3.25286
75,0.904492,3.41568
76,0.849598,3.66199
77,0.900403,3.23639
78,0.832943,3.12318
79,0.840641,3.15163
80,0.909165,3.3961
81,0.850418,3.9778
82,0.994251,3.06301
83,0.89297,3.32814
84,0.860246,3.6237
85,0.878537,3.41109
86,0.908864,3.36328
87,0.87522,3.33725
88,0.851534,3.26128
89,0.872155,3.99076
90,0.8672,3.0252
91,0.873273,3.33656
92,0.904893,3.47427
93,0.843131,3.3693
94,0.72969,3.05662
95,0.741256,3.08217
96,0.731119,3.09316
97,0.635598,3.09147
98,0.748988,3.55162
99,0.7751,3.80573
100,0.785411,3.82643
101,0.78519,3.22302
102,0.719359,3.01323
103,0.797869,3.49935
104,0.730041,3.02934
105,0.688057,3.37157
106,0.706983,3.77533
107,0.707945,3.88938
108,0.678023,3.74026
109,0.899721,3.0456
110,1.48438,3.20196
111,0.901113,3.66745
112,0.973596,3.0463
113,0.866596,3.75942
114,0.834182,3.64532
115,0.923775,3.24083
116,0.977552,3.14368
117,0.952897,3.49501
118,0.910013,3.12796
119,0.837596,3.29874
120,0.930488,3.4748
121,0.763054,3.02515
122,0.853771,3.39151
123,0.8754,3.89973
124,0.943853,3.07512
125,0.910975,3.06523
126,0.839286,3.06569
127,0.928261,3.41334
128,0.934943,3.42199
129,0.949741,3.05956
130,0.984332,3.05951
