,0,1
0,-2.27261,4.97174
1,-1.94991,5.12085
2,-2.47752,5.72993
3,-2.49661,5.42992
4,-1.74494,5.34079
5,-2.22295,5.63209
6,-2.26737,5.06387
7,-2.08288,7.26392
8,-1.93522,7.96045
9,-2.75063,8.34571
10,-2.07339,8.7589
11,-2.15288,8.39042
12,-1.97882,8.55327
13,-2.00855,8.35444
14,-2.05564,8.56833
15,-2.1988,8.59014
16,-2.20493,8.46563
17,-2.26079,8.76659
18,-2.29423,8.76171
19,-1.68654,8.92268
20,-2.29106,8.53328
21,-2.51183,9.90166
22,-2.01716,9.28629
23,-2.43127,9.02248
24,-2.93839,9.16656
25,-2.49426,9.21716
26,-2.19414,9.77931
27,-3.13548,9.85966
28,-3.40324,10.2949
29,-2.58351,10.964
30,-3.12794,10.3545
31,-3.31306,10.2606
32,-2.12927,10.9432
33,-2.09113,10.4264
34,-2.12835,10.8469
35,-2.74521,10.4325
36,-2.08597,10.4179
37,-1.9006,11.3106
38,-2.24664,11.437
39,-2.67103,11.6301
40,-2.05762,12.6888
41,-3.3411,12.5114
42,-1.89538,12.0772
43,-1.99142,12.8864
44,-2.1176,12.7245
45,-1.51357,12.2872
46,-3.99807,14.6148
47,-3.3389,14.1192
48,-2.21825,14.5108
49,-1.56375,14.5089
50,-3.51932,15.4704
51,-2.16743,15.8701
52,-3.05545,15.7101
53,-2.34273,15.8335
54,-1.91283,15.3083
55,-3.06264,15.3018
56,-2.20371,16.7202
57,-2.24759,16.8026
58,-3.47316,16.3378
59,-2.94006,16.794
60,-2.52103,16.5095
61,-2.05257,16.3629
62,-0.689532,16.6568
63,-3.03255,16.5258
64,-1.85213,17.9744
65,-1.83669,17.2644
66,-2.38369,17.7153
67,-2.03646,18.9746
68,-3.27279,18.1363
69,-2.06771,18.7721
70,-2.5141,18.2378
71,-1.52621,18.1146
72,-2.13729,19.4883
73,-2.01626,19.1548
74,-2.207,19.1011
75,-2.52006,19.0799
76,-2.06897,20.7357
77,-2.99828,20.1863
78,-5.18302,24.1583
79,-4.95741,25.243
80,-0.98488,31.8748
81,-0.452983,32.795
82,-0.633584,33.3905
83,-1.67193,33.6021
84,-1.70879,33.2782
85,0.00187317,33.8995
86,-1.05722,33.9373
87,-0.733549,33.4478
88,-0.849608,33.3926
89,-1.89604,33.802
90,-0.546124,33.2281
91,-2.02561,34.5151
92,-0.290349,34.2796
93,-0.917616,34.203
94,-1.34282,34.1627
95,-0.677366,34.2866
96,-0.101942,34.4162
97,-1.67149,34.5221
98,-1.14017,35.341
99,0.376046,35.9884
100,-1.26783,35.8327
101,0.188825,36.3948
102,-0.877361,36.1969
103,-0.757868,36.0778
104,-6.54773,36.4073
105,-1.39463,37.8932
106,-0.90949,37.7606
107,-0.367134,37.8826
108,-0.442062,37.9569
109,-0.687358,37.9184
110,-0.513313,37.6986
111,-0.637903,37.6936
112,-0.671282,37.8255
113,-0.128564,37.8566
114,-0.203559,37.6668
115,-0.0427029,37.9796
116,-0.275476,37.9491
117,-1.08293,37.6326
118,-1.43228,37.9416
119,-0.289548,37.9873
120,-0.500521,38.5505
121,-0.355717,38.5782
122,-0.178684,38.1464
123,-0.116865,38.4692
124,-1.81259,38.7143
125,-0.441357,38.5274
126,-0.289666,38.6283
127,-0.383506,38.2177
128,-0.920075,38.1178
129,-0.858591,38.472
130,-0.0880776,38.1476
131,-0.34776,38.5034
132,-0.115211,38.4675
133,-0.0468795,38.6104
134,-0.348776,38.2706
135,-0.312944,38.1098
136,-0.284297,38.0373
137,-0.0720916,38.4072
138,-0.169235,38.5633
139,0.0310396,38.2931
140,-0.44189,38.0644
141,-0.417397,38.6836
142,-1.40424,38.0785
143,-0.716592,38.1134
144,-0.680644,38.5531
145,-0.530466,38.2668
146,-0.598702,39.5369
147,-0.601633,39.0812
148,-0.679839,39.5293
149,-0.169384,39.1754
150,-0.519543,39.6762
151,-0.55885,39.6345
152,-0.536755,39.3902
153,-0.233127,40.5491
154,-0.396681,40.4006
155,-0.498166,40.6223
156,-0.464836,40.475
157,-0.372992,40.1025
158,-0.108591,40.4334
159,-0.76258,40.0623
160,-0.504958,40.8176
161,2.37045,40.63
162,-0.42623,40.5141
163,2.41359,41.1314
164,2.41523,41.2339
165,2.39242,41.0278
166,-0.56089,41.2571
167,2.26082,41.6582
