,0,0
0,0.515295,0.877468
1,0.585669,1.77568
2,0.559617,1.79884
3,0.602538,1.82525
4,0.573849,1.89527
5,0.567888,1.90235
6,0.573728,1.52224
7,0.585999,1.74717
8,0.583553,1.65194
9,0.573614,1.85309
10,0.572217,1.83703
11,0.573905,1.59881
12,0.592041,1.62044
13,0.56635,1.66261
14,0.587293,1.623
15,0.558667,1.39577
16,0.556848,1.36822
17,0.577999,1.2102
18,0.582324,1.55956
19,0.582618,1.51163
20,0.578529,1.85222
21,0.600423,1.78542
22,0.590604,1.23929
23,0.578627,1.58882
24,0.588339,1.94832
25,0.572821,1.89157
26,0.57811,1.85534
27,0.551944,1.84781
28,0.574717,1.76068
29,0.494243,1.16276
30,0.611845,1.91506
31,0.777452,1.35127
32,0.750336,1.43395
33,0.770287,1.45466
34,0.57175,1.93392
35,0.622208,1.94016
36,0.560012,1.88685
37,0.766271,1.45903
38,0.538875,1.74237
39,0.564778,1.65467
40,0.642235,1.34147
41,0.610294,2.37891
42,0.677702,2.95503
43,0.619936,2.10118
44,0.59841,2.35375
45,0.607044,2.48588
46,0.616702,2.30608
47,0.586046,2.11393
48,0.613641,2.36068
49,0.5677,2.02584
50,0.587222,2.16173
51,0.609984,2.3413
52,0.646451,2.25079
53,0.656059,2.39583
54,0.642669,2.07378
55,0.706813,2.97042
56,0.63103,2.27833
57,0.649132,2.48536
58,0.63195,2.1415
59,0.62723,2.18274
60,0.620949,2.00785
61,0.642712,2.34572
62,0.660515,2.30961
63,0.682664,2.19116
64,0.586841,2.09493
65,0.636728,2.20477
66,0.589894,2.08872
67,0.680351,2.23245
68,0.610572,2.19723
69,0.619384,2.22135
70,0.598234,2.23911
71,0.683307,2.92056
72,0.635566,2.16991
73,0.585511,2.23007
74,0.597938,2.23169
75,0.722787,2.99029
76,0.635744,2.39115
77,0.754903,2.77884
78,0.655876,2.41744
79,0.621042,2.09519
80,0.655772,2.4988
81,0.630242,2.3607
82,0.737378,2.91269
83,0.592824,2.1793
84,0.716199,2.69427
85,0.69642,2.5844
86,0.643322,2.3924
87,0.650806,2.34279
88,0.635661,2.2315
89,0.6578,2.41207
90,0.700797,2.49509
91,0.815313,2.6564
92,0.757029,2.57217
93,0.745719,2.72699
94,0.733413,2.73789
95,0.677369,2.91447
96,0.702318,2.64457
97,0.70991,2.7236
98,0.72448,2.84782
99,0.827199,2.82868
100,0.645267,2.46069
101,0.633377,2.19073
102,0.615347,2.36663
103,0.595495,2.03333
104,0.592515,2.25907
105,0.61348,2.21414
106,0.592268,2.05555
107,0.652724,2.25546
108,0.612518,2.32129
109,0.785327,2.77707
110,0.699761,2.94293
111,0.587896,2.00127
112,0.867953,2.75478
113,0.655457,2.33318
114,0.623419,2.0525
115,0.633419,2.39321
