,0,1
0,-1.15149,1.43413
1,-1.27796,3.48369
2,-2.18356,3.0558
3,-1.26809,3.45205
4,-2.42496,3.93174
5,-1.27429,3.48235
6,-1.44829,4.42113
7,-1.59209,4.15175
8,-1.86457,4.43362
9,-2.12896,4.8604
10,-1.88259,5.38191
11,-1.79095,5.21923
12,-1.85238,5.08739
13,-3.13065,5.09448
14,-1.95563,5.05141
15,-2.08792,5.58998
16,-2.17653,5.53772
17,-1.24302,5.37044
18,-2.4388,6.9864
19,-1.81233,6.95753
20,-2.61477,6.88787
21,-2.47442,6.43527
22,-2.25018,6.21624
23,-2.62672,6.80143
24,-2.80741,6.99588
25,-1.62118,6.39855
26,-2.43328,6.05481
27,-2.22169,6.68039
28,-1.67484,6.56617
29,-1.65256,6.50607
30,-1.54543,6.36088
31,-2.47617,7.305
32,-2.83255,7.08523
33,-2.85057,7.20413
34,-2.35355,7.56094
35,-2.05209,7.32921
36,-2.1882,7.65337
37,-2.31833,7.72676
38,-2.87477,8.38913
39,-3.03791,8.64995
40,-2.32434,8.43443
41,-2.2818,8.23889
42,-2.6688,8.67356
43,-2.45876,8.24408
44,-2.3149,8.24957
45,-2.62555,8.10023
46,-2.50941,9.9065
47,-2.6107,9.33641
48,-3.01003,9.13207
49,-3.19342,9.46321
50,-2.66589,11.6653
51,-2.04383,11.9421
52,-1.7663,11.6722
53,-1.95912,11.1388
54,-3.60016,12.892
55,-3.8193,12.9394
56,-3.06977,12.92
57,-2.95342,12.8352
58,-1.85584,12.5331
59,-2.43647,12.624
60,-1.73686,12.2411
61,-1.79536,12.8422
62,-1.79383,12.6406
63,-1.77409,12.6439
64,-1.86171,12.7242
65,-1.78283,12.6442
66,-1.90241,12.9914
67,-1.88553,12.764
68,-4.73442,13.0725
69,-4.44088,13.7159
70,-3.35241,13.9701
71,-3.39769,13.7638
72,-3.246,13.4517
73,-4.47253,13.0043
74,-3.11919,13.5155
75,-2.53716,13.9147
76,-2.67925,13.7481
77,-2.27784,13.1584
78,-2.63184,13.4995
79,-2.31291,13.3534
80,-1.96395,13.0507
81,-2.248,13.5358
82,-2.54011,13.6339
83,-0.153252,15.8364
84,-3.94257,15.5653
85,-4.36618,15.8679
86,-6.24576,15.8521
87,-3.70166,15.6052
88,-4.05858,15.9666
89,-3.12672,15.4483
90,-3.44834,15.3625
91,-3.10752,15.8105
92,-2.22167,15.0201
93,-2.67902,15.1604
94,-3.03655,15.7829
95,-2.98299,15.5336
96,-3.30171,15.7659
97,-1.53872,15.9429
98,-1.93566,15.6679
99,-2.28168,15.7547
100,-6.39565,15.954
101,-3.42778,15.6706
102,-1.83551,15.7325
103,-3.69432,15.9251
104,-3.23413,15.8705
105,-2.3441,15.8184
106,-3.60445,15.8396
107,-2.0475,15.3534
108,-2.07067,15.7386
109,-3.22132,15.4706
110,-3.98054,16.2706
111,-4.64323,16.787
112,-4.80219,16.7528
113,-2.86657,16.5057
114,-3.4198,16.5035
115,-2.39281,16.4582
116,-3.43335,16.5456
117,-3.07912,16.4791
118,-2.24832,16.3245
119,-2.79607,16.1632
120,-3.0948,16.5768
121,-2.90989,16.6809
122,-2.80545,16.1054
123,-3.14066,16.2024
124,-2.09898,16.0515
125,-2.00336,16.3414
126,-2.32553,16.05
127,-2.28776,16.1745
128,-2.27891,16.9231
129,-1.98483,16.2194
130,-2.15594,16.9483
131,-3.71031,17.3727
132,-2.65161,17.3045
133,-2.55279,17.2771
134,-2.58209,17.8819
135,-2.4936,17.6064
136,-2.14976,17.6345
137,-2.15461,17.6357
138,-2.1492,17.0807
139,-2.14278,17.6272
140,-0.922675,17.6345
141,-1.87323,17.5607
142,-2.08049,17.8896
143,-1.79457,17.6642
144,-2.02659,17.5552
145,-1.63618,17.449
146,-3.34542,17.2585
147,-3.57854,17.4451
148,-5.83802,18.3004
149,-3.40705,18.8923
150,-2.91365,18.7756
151,-2.12576,18.2109
152,-1.93612,18.1241
153,-1.97701,18.1961
154,-2.83653,18.1717
155,-1.71613,18.045
156,-3.25693,18.5312
157,-2.84227,19.9535
158,-3.1682,19.0881
159,-3.36352,19.6511
160,-1.63614,19.1852
161,-2.0115,19.9103
162,-1.08296,19.3477
163,-1.07682,19.7425
164,-2.29363,19.4599
165,-2.34785,19.978
166,-1.76331,19.8808
167,-1.81432,19.2193
168,-2.01242,19.6089
169,-1.03592,19.2688
170,-1.05436,19.1505
171,-1.09161,19.4691
172,-1.4,19.9004
173,-1.46613,19.9957
174,-1.59412,19.9611
175,-1.61992,19.9979
176,-1.82476,19.9883
177,-1.03285,19.1103
178,-1.36872,19.8048
179,-0.202323,19.4195
180,-5.24769,20.3661
181,-5.88676,20.0463
182,-5.48273,20.1482
183,-3.19106,20.5938
184,-2.67636,20.9387
185,-0.949871,20.935
186,-1.82866,20.7053
187,-2.00614,20.3661
188,-1.76285,20.9238
189,-1.15536,20.9513
190,-0.89626,20.8152
191,-1.55525,20.6449
192,-1.50925,20.0471
193,-2.25328,20.9718
194,-0.955267,20.9536
195,-1.43225,20.2587
196,-1.10592,20.0048
197,-1.1395,20.3467
198,-1.96422,20.1913
199,-1.65911,20.052
200,-1.31373,20.1234
201,-1.92106,20.6329
202,-2.26567,20.6665
203,-1.96146,20.5129
204,-1.50856,20.7753
205,-2.63208,20.6077
206,-2.06722,20.2888
207,-2.0501,20.7303
208,-1.91145,20.6843
209,-1.29754,20.6003
210,-1.29057,20.5854
211,-1.2118,20.2611
212,-1.30352,20.6274
213,-2.08626,20.0102
214,-1.46463,20.1254
215,-1.27549,20.8054
216,-1.16162,20.136
217,-1.28257,20.8498
218,-1.28382,20.6875
219,-1.56284,20.1677
220,-1.07339,20.7796
221,-1.45379,20.4047
222,-1.3314,20.3607
223,-1.18089,20.0381
224,-1.16003,20.1746
225,-1.58155,20.4137
226,-1.62724,20.2854
227,-1.15617,20.2404
228,-1.15103,20.3828
229,-1.29677,20.1163
230,-1.26032,20.0602
231,-1.07428,20.489
232,-1.31464,20.0889
233,-3.26638,21.1945
234,-3.60947,21.1492
235,-1.77221,21.2275
236,-0.332249,21.1105
237,-1.6254,21.143
238,-0.854474,21.1062
239,-1.84306,21.9108
240,-1.00013,21.0426
241,-0.797791,21.9475
242,-1.68253,21.1827
243,-1.6232,21.4905
244,-1.54065,21.7547
245,-1.3832,21.4678
246,-2.01321,21.538
247,-1.39133,21.9862
248,-3.38606,21.3927
249,-1.473,21.0925
250,-1.31448,21.9404
251,-1.41852,21.129
252,-0.766436,21.0695
253,-1.20136,21.2821
254,-1.0687,21.229
255,-7.35494,21.9339
256,-1.94747,22.6592
257,-2.39306,22.7853
258,-3.33068,22.8618
259,-2.47238,22.0779
260,-1.57734,22.9364
261,-1.8088,22.5278
262,-1.89351,22.4736
263,-0.716918,22.1661
264,-0.304055,22.5925
265,-0.406816,22.7638
266,-0.730425,22.3474
267,-0.720622,22.3323
268,-1.69751,22.7392
269,-0.707742,22.288
270,-0.426251,22.1914
271,-1.44758,22.3316
272,-0.673363,22.3506
273,-1.75998,23.5079
274,-2.17723,23.7495
275,-1.38533,23.2199
276,-2.526,23.4124
277,-0.50264,23.2125
278,-0.885333,23.554
279,-0.964127,23.8948
280,-1.13192,23.7318
281,-0.418198,23.3208
282,-0.376276,23.0814
283,-2.27208,24.5022
284,-2.29164,24.165
285,-1.19999,24.6382
286,-1.18061,24.1919
287,-2.25926,24.2511
288,-1.56228,24.3909
289,-0.829657,24.8024
290,-1.14532,24.4133
291,-1.13444,24.4921
292,-1.14155,24.5135
293,-1.04575,24.0645
294,-2.75776,24.5558
295,-2.72755,24.0557
296,-3.63563,25.4114
297,-3.99893,25.2749
298,-2.44097,25.233
299,-1.47524,25.5654
300,-0.950842,25.7187
301,-1.25972,25.5085
302,-1.15235,25.0489
303,-1.22501,25.4778
304,-1.07519,25.6608
305,-0.729015,25.4363
306,-1.54579,25.9047
307,-1.23186,25.7173
308,-1.41107,25.6981
309,-1.33216,25.1332
310,-1.06022,25.5293
311,-1.66923,25.1531
312,-1.83656,25.3586
313,-1.47971,26.7404
314,-1.07921,26.9207
315,-1.23618,26.9097
316,-1.38218,26.1741
317,-2.01461,26.1065
318,-1.37202,26.2669
319,-3.16833,26.3792
320,-4.325,27.6034
321,-1.18741,27.7472
322,-1.91375,27.2497
323,-1.01482,27.4845
324,-1.99562,27.6765
325,-0.964627,27.7224
326,-4.15149,27.4729
327,-8.19801,28.8721
328,-6.13101,28.7683
329,-3.80095,28.2909
330,-1.23108,29.3878
331,0.935317,29.972
332,0.937291,29.9226
333,0.957451,29.8561
334,2.54332,29.5721
335,-4.18949,30.6185
336,-2.38636,30.0807
337,0.470182,30.7407
338,1.64676,30.6792
339,1.12341,30.7009
340,1.26574,30.6173
341,0.66705,30.0292
342,1.39332,30.2467
343,1.32969,30.3233
344,1.24364,30.7633
345,0.545854,30.4541
346,1.37653,30.3331
347,1.25949,30.6641
348,1.29483,30.6377
349,1.41616,30.6621
350,1.08867,30.8513
351,0.720497,30.5644
352,1.13092,30.6916
353,0.922514,30.8533
354,1.27403,30.8922
