,0,1
0,-2.23984,15.3748
1,-1.74636,15.7457
2,-1.62472,15.7079
3,-1.59624,15.5407
4,-1.68904,15.8816
5,-2.59971,15.6065
6,-1.36537,15.2793
7,-1.15142,15.616
8,-1.3124,15.7005
9,-2.2063,15.017
10,-1.67276,15.2695
11,-1.37007,15.3446
12,-2.56809,15.1894
13,-2.3833,15.9435
14,-1.78249,15.0863
15,-2.12729,15.0241
16,-1.36404,15.7412
17,-0.876019,15.1167
18,-1.13753,15.3012
19,-1.71131,15.3007
20,-1.35623,15.4747
21,-1.57583,15.1037
22,-0.893313,15.6455
23,-0.801901,15.8425
24,-1.06281,15.1313
25,-1.12465,15.8636
26,-2.40284,15.5505
27,-2.10887,15.9496
28,-1.69672,16.4488
29,-1.94826,16.2855
30,-2.57104,16.8173
31,-2.74468,16.0807
32,-1.60602,16.6378
33,-1.82789,16.7553
34,-1.99775,16.277
35,-2.00764,16.1707
36,-2.03525,16.8987
37,-1.51328,16.135
38,-1.29904,16.7274
39,-2.4299,16.1396
40,-2.91434,16.4795
41,-2.26783,16.17
42,-1.28605,16.5746
43,-1.19716,16.7022
44,-1.26015,16.3559
45,-2.80657,16.5808
46,-2.00303,16.5031
47,-2.68454,16.0268
48,-2.33814,17.8841
49,-1.99212,17.0301
50,-1.46463,17.0561
51,-3.03205,17.5258
52,-3.26505,17.3304
53,-2.99077,17.2766
54,-1.95636,17.1154
55,-3.3634,17.3865
56,-1.89219,17.2044
57,-2.37973,18.9442
58,-1.97033,18.663
59,-2.10955,18.2696
60,-3.13817,18.5313
61,-2.34937,18.5409
62,-2.88302,18.7542
63,-2.06292,18.2072
64,-3.16037,18.9725
65,-2.00856,18.7898
66,-2.73283,18.6168
67,-2.05978,18.0184
68,-2.04401,18.095
69,-2.37995,19.9655
70,-3.5513,19.8159
71,-0.468467,19.5372
72,-2.21712,19.7487
73,-2.29355,20.3144
74,-2.2768,20.204
75,-2.47509,21.637
76,-3.1116,21.099
77,-3.66689,21.7046
78,-3.82868,21.4486
79,-3.87042,22.158
80,-4.29312,23.9735
81,-4.55364,23.5909
82,-4.37769,24.6653
83,0.73939,24.8149
84,-6.27291,25.4394
85,1.1802,25.2669
86,-3.94757,26.0578
87,1.22829,26.1288
88,-7.08596,28.9113
89,-0.717222,28.716
90,-0.567357,28.9982
91,-0.315918,28.8385
92,1.77463,28.3463
93,-5.25893,28.3415
94,-0.683534,29.9088
95,-0.305373,29.7265
96,-0.220717,29.4567
97,-0.429969,29.7462
98,0.643229,29.6733
99,-2.60623,29.8257
100,-0.868085,30.6149
101,-0.229683,30.3834
102,-0.600715,30.8374
103,0.228296,30.3517
104,-0.129054,30.7379
105,-0.0666658,30.8916
106,0.307543,30.6057
107,-0.490648,30.472
108,0.0638411,30.3287
109,-0.37083,30.6788
110,0.21639,30.3611
111,0.290186,30.8451
112,0.21309,30.7538
113,-0.666064,30.7813
114,-0.150405,30.5116
115,0.325316,30.5414
116,-1.42473,30.9225
117,-0.122261,30.441
118,0.383764,30.3665
119,-0.0475575,31.1159
120,-0.688054,31.3401
121,-0.223914,31.4532
122,-0.241327,31.3112
123,-0.194812,31.3274
124,0.998067,31.703
125,-0.498138,31.9479
126,0.501811,31.844
127,0.52173,31.7951
128,0.876476,31.8637
129,0.643935,31.8381
